"block","condition_label","score_type","n_input","beta","n_replications","mean_effect_size","sd_effect_size","mean_correlation","mean_latent_effect_base_full","mean_latent_effect_condition_full","mean_latent_effect_condition_selected","mean_delta_from_base_full","mean_delta_from_condition_full","mean_delta_from_condition_selected","mean_selection_effect_on_latent_d","mean_x_mean_obs","mean_y_mean_obs","mean_x_sd_obs","mean_y_sd_obs","mean_x_skew_obs","mean_y_skew_obs","mean_x_kurtosis_obs","mean_y_kurtosis_obs","mean_n_used","prop_significant"
"1D_threshold_shift","lower_1.00","sum",500,0.2,1000,0.0636240055069505,0.0373397133650386,0.159101343923971,0.145060957476499,0.145060957476499,0.145060957476499,-0.0824911503523174,-0.0824911503523174,-0.0824911503523174,0,23.898728,23.906326,4.15415409962945,4.15355792165348,-0.606555167057052,-0.610621500048504,2.90594653871076,2.91725701729782,500,0
"1D_threshold_shift","upper_0.50","sum",500,0.2,1000,0.0754681711317544,0.031787016333244,0.163890069947632,0.145060957476499,0.145060957476499,0.145060957476499,-0.0697413408519445,-0.0697413408519445,-0.0697413408519445,0,14.930974,14.929328,4.62505462509299,4.6270673087475,0.270359396742331,0.274015339308479,2.57115076646911,2.57571196882318,500,0
"1D_threshold_shift","upper_0.70","sum",500,0.2,1000,0.0693780843788335,0.0329992629557879,0.161449725984438,0.145060957476499,0.145060957476499,0.145060957476499,-0.0757906806543589,-0.0757906806543589,-0.0757906806543589,0,13.759462,13.758754,4.47409707484291,4.47586112536536,0.392238864098404,0.396279769445245,2.65554448928765,2.66320968126769,500,0
"1D_threshold_shift","upper_1.00","sum",500,0.2,1000,0.0642123634447751,0.0365780481177917,0.159069146978031,0.145060957476499,0.145060957476499,0.145060957476499,-0.0817948784604466,-0.0817948784604466,-0.0817948784604466,0,12.098398,12.097882,4.15562271458278,4.15609859866365,0.607033720510977,0.606042882234772,2.89546564872065,2.89680041854862,500,0
"1E_range_restriction","x_lower","sum",500,0.2,1000,0.097674314533155,0.0338567107674407,0.106891622498558,0.145060957476499,0.145060957476499,0.209176734216334,-0.047610854042943,-0.047610854042943,-0.111700758105603,0.0640078174770468,15.8023742857143,17.5722857142857,3.63702929555813,4.74570325940726,-0.249025138031187,0.0335901735268349,2.59018061048351,2.51142158025106,350,0
"1E_range_restriction","x_upper","sum",500,0.2,1000,0.0796069556539344,0.0313642991285311,0.105930859975334,0.145060957476499,0.145060957476499,0.044907347315621,-0.065316501773173,-0.065316501773173,0.0347291892426467,-0.100153610160878,20.1919057142857,18.4358257142857,3.64061063184683,4.7380815901552,0.249149273312098,-0.0311565338981536,2.58695771550386,2.51258160816069,350,0
"1E_range_restriction","y_lower","sum",500,0.2,1000,0.0805026015441769,0.0328679008083349,0.108466654033289,0.145060957476499,0.145060957476499,0.0478988275880533,-0.064756007611459,-0.064756007611459,0.0324157748125936,-0.0971621298884456,17.5705142857143,15.8092714285714,4.74476632524879,3.64401908057884,0.0317664794506588,-0.253568180665941,2.51214580219449,2.59283357102293,350,0
"1E_range_restriction","y_upper","sum",500,0.2,1000,0.0990458828805542,0.0334579899330908,0.105103915861122,0.145060957476499,0.145060957476499,0.205588428619153,-0.0464664083725198,-0.0464664083725198,-0.107447391817852,0.0605274711426545,18.4351657142857,20.1932028571429,4.73776967179756,3.63357519843151,-0.0329806602724009,0.25175946513959,2.50725529067556,2.59646776359114,350,0
"1A_score_construction","baseline_scores","factor",500,0.4,1000,0.147000624938,0.0329057549347256,0.329970128284881,0.194624463075426,0.194624463075426,0.194624463075426,-0.0476238381374264,-0.0476238381374264,-0.0476238381374264,0,2.17580689904702e-05,4.30707914194894e-05,0.907480938307394,0.90731147728319,0.00283460551197224,0.00217532471630077,2.81716457580567,2.81527276978397,500,0
"1A_score_construction","baseline_scores","sum",500,0.4,1000,0.117974540100636,0.0285265449871339,0.329886732906084,0.194624463075426,0.194624463075426,0.194624463075426,-0.0766499229747907,-0.0766499229747907,-0.0766499229747907,0,17.996858,18.000126,4.77854185291244,4.77908061459036,0.00280316127042493,0.00175779338970286,2.51011310255123,2.50918304645832,500,0
"1B_reliability","loading_0.50","sum",500,0.4,1000,0.130835516188259,0.0389386691246662,0.255433206884809,0.194624463075426,0.194624463075426,0.194624463075426,-0.0637889468871674,-0.0637889468871674,-0.0637889468871674,0,17.999798,18.0034,3.88155799760303,3.87769032817002,-0.000584365084865119,-0.000391894758479661,2.67027664366463,2.66649717419021,500,0
"1B_reliability","loading_0.70","sum",500,0.4,1000,0.118817989083141,0.0288269968501251,0.329243136955994,0.194624463075426,0.194624463075426,0.194624463075426,-0.0759520859637677,-0.0759520859637677,-0.0759520859637677,0,18.002506,17.994366,4.7848105517407,4.7759607379609,0.00180526736461609,0.00261271412090115,2.50789706483428,2.51040685383604,500,0
"1B_reliability","loading_0.85","sum",500,0.4,1000,0.0792265837367174,0.0232029150919885,0.365229163736223,0.194624463075426,0.194624463075426,0.194624463075426,-0.115407670266827,-0.115407670266827,-0.115407670266827,0,17.997536,17.996032,5.52324977574912,5.51750743598704,0.000778442892209686,0.00153466931686791,2.38920136270107,2.39506204310825,500,0
"1C_response_categories","n_cat_4","sum",500,0.4,1000,0.0736556943565957,0.0226156521762996,0.324460653608285,0.194624463075426,0.194624463075426,0.194624463075426,-0.12121217216087,-0.12121217216087,-0.12121217216087,0,15.001998,15.001046,4.17695851938542,4.17594042158507,0.0036884789050173,0.000165108832821095,2.28568201904051,2.28352095870114,500,0
"1C_response_categories","n_cat_5","sum",500,0.4,1000,0.117546102470704,0.0291996085934182,0.329829092355663,0.194624463075426,0.194624463075426,0.194624463075426,-0.0772249455793075,-0.0772249455793075,-0.0772249455793075,0,17.99374,17.998022,4.78155964829622,4.77569883172278,0.00281974539278708,-0.000309017406989539,2.50933005011167,2.50959631191723,500,0
"1C_response_categories","n_cat_7","sum",500,0.4,1000,0.163114011733947,0.0395011721755968,0.332155447952324,0.194624463075426,0.194624463075426,0.194624463075426,-0.0315104513414791,-0.0315104513414791,-0.0315104513414791,0,24.00185,23.997024,5.26338992417453,5.25816574254468,0.00432809979416065,0.00385994299926249,2.8425540920026,2.85342036357087,500,0
"1D_threshold_shift","lower_0.50","sum",500,0.4,1000,0.106648922738807,0.0330280381550696,0.326519186871003,0.194624463075426,0.194624463075426,0.194624463075426,-0.0879755403366193,-0.0879755403366193,-0.0879755403366193,0,21.063588,21.075178,4.63030825815074,4.614518433144,-0.269548662111183,-0.271462906841731,2.5694147776316,2.57853096361581,500,0
"1D_threshold_shift","lower_0.70","sum",500,0.4,1000,0.103432941334841,0.0385448710161856,0.324771409529549,0.194624463075426,0.194624463075426,0.194624463075426,-0.0913511580455935,-0.0913511580455935,-0.0913511580455935,0,22.244714,22.243384,4.46766871391336,4.4740221729578,-0.39087122925216,-0.394996598338605,2.65282107377787,2.65550083836799,500,0
"1D_threshold_shift","lower_1.00","sum",500,0.4,1000,0.0948783449189505,0.0443497778717278,0.318528277314514,0.194624463075426,0.194624463075426,0.194624463075426,-0.0999523156336621,-0.0999523156336621,-0.0999523156336621,0,23.904322,23.897884,4.15145102530562,4.14979559487431,-0.60511212355899,-0.602209107993107,2.8950155740414,2.89434190575563,500,0
"1D_threshold_shift","upper_0.50","sum",500,0.4,1000,0.109787759108624,0.0346833056010477,0.327528743650314,0.194624463075426,0.194624463075426,0.194624463075426,-0.0851259522944707,-0.0851259522944707,-0.0851259522944707,0,14.927718,14.929656,4.62694527570645,4.61920298584147,0.274914245032669,0.274099269786024,2.57473123273337,2.58499605255695,500,0
"1D_threshold_shift","upper_0.70","sum",500,0.4,1000,0.101478250343016,0.0380755143724636,0.324585408477542,0.194624463075426,0.194624463075426,0.194624463075426,-0.0931218878317524,-0.0931218878317524,-0.0931218878317524,0,13.755968,13.757942,4.47165953519181,4.47282651920247,0.401078166964151,0.395817962826709,2.67062133669472,2.66299343021754,500,0
"1D_threshold_shift","upper_1.00","sum",500,0.4,1000,0.0964197477349903,0.0458972642894139,0.317883155278247,0.194624463075426,0.194624463075426,0.194624463075426,-0.098485614086476,-0.098485614086476,-0.098485614086476,0,12.097938,12.094162,4.14998270550132,4.15164979610772,0.602911346791115,0.611110946625554,2.89533753518142,2.91509969354587,500,0
"1E_range_restriction","x_lower","sum",500,0.4,1000,0.131629569828106,0.0383666632941646,0.217656317556115,0.194624463075426,0.194624463075426,0.255175010733937,-0.0632045971358225,-0.0632045971358225,-0.123893363743652,0.060550547658511,15.8026,17.13608,3.6371649725322,4.6264421470556,-0.252597297428363,0.0617128163574894,2.58377440014832,2.5357153479918,350,0
"1E_range_restriction","x_upper","sum",500,0.4,1000,0.0934876232247705,0.0348214027588333,0.218633086510329,0.194624463075426,0.194624463075426,0.0725023964901931,-0.101173654690126,-0.101173654690126,0.020868712643113,-0.122117261500372,20.1896685714286,18.8508314285714,3.63917352500599,4.62249369386178,0.250873267122905,-0.0558130520945099,2.59354528117861,2.53923196993824,350,0
"1E_range_restriction","y_lower","sum",500,0.4,1000,0.0930039354240956,0.0344692403491187,0.221277178863313,0.194624463075426,0.194624463075426,0.0677120681968333,-0.101665761814575,-0.101665761814575,0.0252253008007833,-0.126900857368844,17.1447457142857,15.8112457142857,4.63021381733117,3.63493860000254,0.0589805437878879,-0.250451914694262,2.53551101317553,2.58898732981562,350,0
"1E_range_restriction","y_upper","sum",500,0.4,1000,0.131862848730243,0.0369512489700349,0.218726810029763,0.194624463075426,0.194624463075426,0.259753397171593,-0.0628252479040039,-0.0628252479040039,-0.128010971733806,0.0651289340961667,18.8592228571429,20.1932514285714,4.62887922801108,3.63554050371691,-0.0589813855475669,0.249290061809771,2.5376883963521,2.59969036294818,350,0
"1A_score_construction","baseline_scores","factor",500,0.6,1000,0.192053898545045,0.0339803297925036,0.495897079139827,0.253978790258539,0.253978790258539,0.253978790258539,-0.0619248917134936,-0.0619248917134936,-0.0619248917134936,0,2.0403732911951e-05,-5.14920360907649e-06,0.907554806947309,0.907203252591986,0.000891854641551703,-7.43431050838276e-05,2.8233858385967,2.80925445514309,500,0
"1A_score_construction","baseline_scores","sum",500,0.6,1000,0.162396883490249,0.0297392326975816,0.495950821047418,0.253978790258539,0.253978790258539,0.253978790258539,-0.091581906768289,-0.091581906768289,-0.091581906768289,0,18.0004,17.998412,4.7802950291351,4.77978651299488,0.00138984045269258,0.000226813058997598,2.5137394578185,2.50573929942043,500,0
"1B_reliability","loading_0.50","sum",500,0.6,1000,0.160982559110639,0.0396323766705571,0.382316658496407,0.253978790258539,0.253978790258539,0.253978790258539,-0.0929962311478993,-0.0929962311478993,-0.0929962311478993,0,18.003104,18.000336,3.87818037676238,3.88175279403774,0.00118203457943004,-0.00264283121100458,2.67656594871266,2.67228326198525,500,0
"1B_reliability","loading_0.70","sum",500,0.6,1000,0.163139176252372,0.0299163804877889,0.495460847998711,0.253978790258539,0.253978790258539,0.253978790258539,-0.0908396140061663,-0.0908396140061663,-0.0908396140061663,0,17.998812,18.001908,4.77855781149562,4.77706804077187,0.00240520364151159,0.00166784213637897,2.50877250646171,2.50448393031438,500,0
"1B_reliability","loading_0.85","sum",500,0.6,1000,0.130306008454106,0.0244543450825263,0.549413471455961,0.253978790258539,0.253978790258539,0.253978790258539,-0.123672781804432,-0.123672781804432,-0.123672781804432,0,17.999332,17.998392,5.51824045309691,5.51710343872823,0.00110094705051455,0.00103164445861117,2.39535343484883,2.39381816012338,500,0
"1C_response_categories","n_cat_4","sum",500,0.6,1000,0.112194262890341,0.025297274546997,0.489200510527406,0.253978790258539,0.253978790258539,0.253978790258539,-0.141784527368197,-0.141784527368197,-0.141784527368197,0,15.003042,15.003688,4.17820580051904,4.17615517992905,0.000273608981984631,7.44255404957679e-05,2.28775223930918,2.29014613845865,500,0
"1C_response_categories","n_cat_5","sum",500,0.6,1000,0.162293214525326,0.0305888224545002,0.496223203891219,0.253978790258539,0.253978790258539,0.253978790258539,-0.0916855757332126,-0.0916855757332126,-0.0916855757332126,0,17.995988,17.9964,4.77522269857076,4.78226555177932,0.0023157191758435,0.00411036618237466,2.51122274707886,2.50550681240191,500,0
"1C_response_categories","n_cat_7","sum",500,0.6,1000,0.209443530802646,0.0436987397312666,0.501050450572923,0.253978790258539,0.253978790258539,0.253978790258539,-0.0445352594558929,-0.0445352594558929,-0.0445352594558929,0,23.994588,23.99316,5.26677226901597,5.26255872707853,0.000229515837401547,0.00124933242325922,2.85713497101467,2.84663898202456,500,0
"1D_threshold_shift","lower_0.50","sum",500,0.6,1000,0.153461801810443,0.0368610467705645,0.49319954631562,0.253978790258539,0.253978790258539,0.253978790258539,-0.100516988448095,-0.100516988448095,-0.100516988448095,0,21.07237,21.074696,4.62701915937166,4.62131447709505,-0.27452769721381,-0.271757984519309,2.58422308260683,2.57342500856463,500,0
"1D_threshold_shift","lower_0.70","sum",500,0.6,1000,0.147019186237267,0.0413868839226182,0.489795394026013,0.253978790258539,0.253978790258539,0.253978790258539,-0.106959604021272,-0.106959604021272,-0.106959604021272,0,22.242304,22.24871,4.47347958316452,4.46746916519763,-0.393845228204571,-0.393318367987075,2.65899221887772,2.65467104473884,500,0
"1D_threshold_shift","lower_1.00","sum",500,0.6,1000,0.142263853189915,0.0498573731570281,0.482197757156763,0.253978790258539,0.253978790258539,0.253978790258539,-0.111774285757651,-0.111774285757651,-0.111774285757651,0,23.907058,23.89958,4.14875127919202,4.14918285812448,-0.610534063469584,-0.603233353512572,2.91748791588767,2.89409024367927,500,0
"1D_threshold_shift","upper_0.50","sum",500,0.6,1000,0.153006469142471,0.0361216158601685,0.492876061874222,0.253978790258539,0.253978790258539,0.253978790258539,-0.100972321116068,-0.100972321116068,-0.100972321116068,0,14.931842,14.934044,4.62451549595288,4.62999434212483,0.273827945919739,0.273513619991851,2.57709169704307,2.57344714450601,500,0
"1D_threshold_shift","upper_0.70","sum",500,0.6,1000,0.144824180390931,0.041336354944712,0.489816841083383,0.253978790258539,0.253978790258539,0.253978790258539,-0.109154609867608,-0.109154609867608,-0.109154609867608,0,13.755592,13.758464,4.47985194602367,4.47038586748032,0.396885348122069,0.392502441081556,2.65810197492089,2.66075853415014,500,0
"1D_threshold_shift","upper_1.00","sum",500,0.6,1000,0.135079548105238,0.0467508053907355,0.481468054782294,0.253978790258539,0.253978790258539,0.253978790258539,-0.118946098495279,-0.118946098495279,-0.118946098495279,0,12.096976,12.097902,4.15206818385855,4.15318339292577,0.606007392719364,0.606763030916982,2.89580937843157,2.89517744451908,500,0
"1E_range_restriction","x_lower","sum",500,0.6,1000,0.169834285990946,0.0391490218613162,0.34310252539405,0.253978790258539,0.253978790258539,0.314745851849155,-0.0841445042675923,-0.0841445042675923,-0.144911565858209,0.0607670615906169,15.8057685714286,16.7021428571429,3.63609124830196,4.42243782961835,-0.251147373172641,0.0606985557699441,2.58926293285788,2.57281355245675,350,0
"1E_range_restriction","x_upper","sum",500,0.6,1000,0.115383392369556,0.0354331618179618,0.347782562316053,0.253978790258539,0.253978790258539,0.105499760129243,-0.138595397888982,-0.138595397888982,0.00988363224031349,-0.148479030129296,20.1849542857143,19.3015571428571,3.64310660994344,4.42041857661996,0.253791339610813,-0.060008650946142,2.59788723908657,2.58191041960734,350,0
"1E_range_restriction","y_lower","sum",500,0.6,1000,0.114707961743059,0.0373119411123868,0.344090344795327,0.253978790258539,0.253978790258539,0.110050015442929,-0.13927082851548,-0.13927082851548,0.00465794630012939,-0.143928774815609,16.7019714285714,15.8105714285714,4.41972753870911,3.63421936207756,0.0597824716122352,-0.249004981226536,2.57762061982939,2.5848048344563,350,0
"1E_range_restriction","y_upper","sum",500,0.6,1000,0.168969148129523,0.0384462028475772,0.343748546490973,0.253978790258539,0.253978790258539,0.309952935658667,-0.0850992156341668,-0.0850992156341668,-0.141065570537749,0.0559741454001285,19.3052828571429,20.1890971428571,4.42651238497426,3.6394313701781,-0.061128516791333,0.246688772400524,2.57569913003725,2.58792853106194,350,0
"1A_score_construction","baseline_scores","factor",1000,0.2,1000,0.0935961501886201,0.0237592356007936,0.164450999183429,0.137284735898207,0.137284735898207,0.137284735898207,-0.043646773114226,-0.043646773114226,-0.043646773114226,0,-1.64724375774158e-05,-5.1190644107356e-06,0.906860357528174,0.907073418193774,-0.00155360789499002,-0.000686286921939623,2.82847321748888,2.82485342696962,1000,0
"1A_score_construction","baseline_scores","sum",1000,0.2,1000,0.0677509770826564,0.0195324588381036,0.164232146244173,0.137284735898207,0.137284735898207,0.137284735898207,-0.0694919462201898,-0.0694919462201898,-0.0694919462201898,0,17.998808,18.001451,4.77583115089337,4.78152521438036,-0.000908782468450646,-0.00110337217743998,2.51742175393447,2.513975294957,1000,0
"1B_reliability","loading_0.50","sum",1000,0.2,1000,0.0962663557395788,0.0308430700013224,0.127751587596733,0.137284735898207,0.137284735898207,0.137284735898207,-0.0410251187107227,-0.0410251187107227,-0.0410251187107227,0,18.003406,17.998724,3.88059874582317,3.8818940197938,-0.000912563522943491,0.000956426200708284,2.6773322508021,2.67676661182528,1000,0
"1B_reliability","loading_0.70","sum",1000,0.2,1000,0.0669534516448243,0.0217517902337147,0.163453246529887,0.137284735898207,0.137284735898207,0.137284735898207,-0.0703897204301427,-0.0703897204301427,-0.0703897204301427,0,17.997435,18.001559,4.77895313454229,4.77982687476586,0.000780581092787583,-0.00182565074693098,2.51322441327739,2.51825338192374,1000,0
"1B_reliability","loading_0.85","sum",1000,0.2,1000,0.0284722222222222,0.0134530462740336,0.181421822907709,0.137284735898207,0.137284735898207,0.137284735898207,-0.109873319490775,-0.109873319490775,-0.109873319490775,0,18.00187,18.001664,5.517964479769,5.51631045900569,0.000268957289874656,-0.000391662223884536,2.40049160343262,2.3991031347235,1000,0
"1C_response_categories","n_cat_4","sum",1000,0.2,1000,0.0302086173099142,0.0136403263690579,0.161865335334169,0.137284735898207,0.137284735898207,0.137284735898207,-0.107954239661832,-0.107954239661832,-0.107954239661832,0,14.999742,14.99885,4.18121376805693,4.18014815804427,-0.00238834406321486,-0.00242701652287616,2.28730022221366,2.29125785043202,1000,0
"1C_response_categories","n_cat_5","sum",1000,0.2,1000,0.0672938658203013,0.0193999255928154,0.165604454580478,0.137284735898207,0.137284735898207,0.137284735898207,-0.0699908700779055,-0.0699908700779055,-0.0699908700779055,0,17.995731,18.000444,4.77773802647892,4.77799974544752,0.00129633720892841,0.00114992715542654,2.5165785868108,2.51581157848774,1000,0
"1C_response_categories","n_cat_7","sum",1000,0.2,1000,0.112702495578945,0.0319390645808753,0.166502653116193,0.137284735898207,0.137284735898207,0.137284735898207,-0.0246340184368905,-0.0246340184368905,-0.0246340184368905,0,24.005967,24.001464,5.26618041119671,5.26560624401436,-0.000330678306428394,0.000595651288810684,2.86397575774861,2.85749694800114,1000,0
"1D_threshold_shift","lower_0.50","sum",1000,0.2,1000,0.0610078744919287,0.0246159478143008,0.164378553838354,0.137284735898207,0.137284735898207,0.137284735898207,-0.0767549445780834,-0.0767549445780834,-0.0767549445780834,0,21.069778,21.064918,4.62310439365526,4.62338467801482,-0.275269428147074,-0.274826376843381,2.58570222944836,2.58833255953282,1000,0
"1D_threshold_shift","lower_0.70","sum",1000,0.2,1000,0.0590306373085798,0.0265174288455636,0.161883926197731,0.137284735898207,0.137284735898207,0.137284735898207,-0.0785235481998873,-0.0785235481998873,-0.0785235481998873,0,22.242676,22.245707,4.47482356838517,4.47450858429388,-0.399081380780815,-0.397585677785063,2.67345352988665,2.67076633752708,1000,0
"1D_threshold_shift","lower_1.00","sum",1000,0.2,1000,0.0536494117638314,0.0306689847394182,0.158523993901343,0.137284735898207,0.137284735898207,0.137284735898207,-0.084208477787488,-0.084208477787488,-0.084208477787488,0,23.905461,23.902008,4.15381960860623,4.15258007182545,-0.612347901419804,-0.609419710050352,2.92029191508687,2.91720426054153,1000,0
"1D_threshold_shift","upper_0.50","sum",1000,0.2,1000,0.0606858267395646,0.0248508157270992,0.16387943244608,0.137284735898207,0.137284735898207,0.137284735898207,-0.0766845578619768,-0.0766845578619768,-0.0766845578619768,0,14.931044,14.932874,4.62568775228181,4.62391890747569,0.274536862629344,0.273608445523659,2.58343340627399,2.58340409973871,1000,0
"1D_threshold_shift","upper_0.70","sum",1000,0.2,1000,0.059166271403158,0.0267915703901378,0.162157665877538,0.137284735898207,0.137284735898207,0.137284735898207,-0.0786374073429787,-0.0786374073429787,-0.0786374073429787,0,13.755147,13.755477,4.47447241008937,4.47337134640698,0.397997763704984,0.397985346710283,2.67030852202407,2.67482617791633,1000,0
"1D_threshold_shift","upper_1.00","sum",1000,0.2,1000,0.0546231387112992,0.0309595992040367,0.159636264615802,0.137284735898207,0.137284735898207,0.137284735898207,-0.0839002814251687,-0.0839002814251687,-0.0839002814251687,0,12.099128,12.099066,4.15749779893231,4.1549993912483,0.614348120021315,0.612913396773557,2.92259037905413,2.92178250090118,1000,0
"1E_range_restriction","x_lower","sum",1000,0.2,1000,0.0796178937667489,0.0248109388031625,0.106562609370661,0.137284735898207,0.137284735898207,0.202205668640876,-0.0580275572732934,-0.0580275572732934,-0.123211318687685,0.0649209327426697,15.8027542857143,17.5682271428571,3.63605686697961,4.74088170932504,-0.251247576814038,0.0331975284280517,2.60223232156415,2.52220994033432,700,0
"1E_range_restriction","x_upper","sum",1000,0.2,1000,0.0714121999667367,0.0294468056962956,0.105933701605977,0.137284735898207,0.137284735898207,0.0387013984773155,-0.0658296609873689,-0.0658296609873689,0.0326658451799346,-0.0985833374208913,20.1951071428571,18.4327371428571,3.63735467749868,4.74244265827202,0.249417806048136,-0.0357847511579229,2.6034995104501,2.52361602864635,700,0
"1E_range_restriction","y_lower","sum",1000,0.2,1000,0.0702658458421838,0.0286330182825367,0.106821635587719,0.137284735898207,0.137284735898207,0.037717142603589,-0.067169164578428,-0.067169164578428,0.0324394705320622,-0.0995675932946178,17.5635942857143,15.81154,4.74484141242133,3.63829958673895,0.0327607675536147,-0.250881374506332,2.51951614975059,2.6015227413102,700,0
"1E_range_restriction","y_upper","sum",1000,0.2,1000,0.0784424640696419,0.0257642478783864,0.107489113327829,0.137284735898207,0.137284735898207,0.202770076293621,-0.0591027092143329,-0.0591027092143329,-0.124652467797453,0.0654853403954145,18.4318214285714,20.1930457142857,4.74309515062387,3.63593378796007,-0.0364889390050444,0.254507403894644,2.52608397879002,2.60591263108021,700,0
"1A_score_construction","baseline_scores","factor",1000,0.4,1000,0.126619723716344,0.0251618213634857,0.331204139344059,0.186480633195054,0.186480633195054,0.186480633195054,-0.0598609094787093,-0.0598609094787093,-0.0598609094787093,0,-3.483490700433e-06,1.76603379576106e-05,0.906851921341484,0.906758238556533,-0.000706861412360536,0.00109421108618874,2.82267120239087,2.81942431099969,1000,0
"1A_score_construction","baseline_scores","sum",1000,0.4,1000,0.0974054692124458,0.0220235225893234,0.330833096594943,0.186480633195054,0.186480633195054,0.186480633195054,-0.089075163982608,-0.089075163982608,-0.089075163982608,0,17.99982,18.000998,4.7791788153834,4.77780920519327,-0.000987181528377989,0.000828075597407123,2.51322318060248,2.51136629362722,1000,0
"1B_reliability","loading_0.50","sum",1000,0.4,1000,0.117963007370071,0.0329476084451929,0.25500793766443,0.186480633195054,0.186480633195054,0.186480633195054,-0.0685176258249825,-0.0685176258249825,-0.0685176258249825,0,18.001265,17.997402,3.8848717383342,3.88270786306312,-0.00175199636902155,0.00128572297205567,2.68072210051124,2.67644631434215,1000,0
"1B_reliability","loading_0.70","sum",1000,0.4,1000,0.098326420812568,0.0223469465517537,0.331092859428622,0.186480633195054,0.186480633195054,0.186480633195054,-0.0881542123824858,-0.0881542123824858,-0.0881542123824858,0,17.998451,18.000686,4.7776855038288,4.780135935813,-6.32257823058971e-05,-0.00108195350834837,2.5183361118042,2.51744068244698,1000,0
"1B_reliability","loading_0.85","sum",1000,0.4,1000,0.0558466504908523,0.0175695022890859,0.366649917130816,0.186480633195054,0.186480633195054,0.186480633195054,-0.130545167984248,-0.130545167984248,-0.130545167984248,0,18.001984,17.999722,5.51858741933305,5.51707501793654,-0.000953309868436556,-0.000497771984763809,2.39871971802759,2.39813129576956,1000,0
"1C_response_categories","n_cat_4","sum",1000,0.4,1000,0.0507537688442211,0.0171005039115084,0.326629454259316,0.186480633195054,0.186480633195054,0.186480633195054,-0.135919216950344,-0.135919216950344,-0.135919216950344,0,15.000238,15.001029,4.17985564272405,4.17874957835759,-0.0024332567361123,-0.000988377194639129,2.28857240843363,2.28729822342004,1000,0
"1C_response_categories","n_cat_5","sum",1000,0.4,1000,0.0973961800370381,0.0213396040743315,0.331396341031817,0.186480633195054,0.186480633195054,0.186480633195054,-0.0891259424163066,-0.0891259424163066,-0.0891259424163066,0,18.000503,17.99985,4.77684992542054,4.77743630764523,6.33600186565051e-05,-0.000153445581784182,2.51388348982934,2.51483735842626,1000,0
"1C_response_categories","n_cat_7","sum",1000,0.4,1000,0.149847836616807,0.0335108144874479,0.334230681746581,0.186480633195054,0.186480633195054,0.186480633195054,-0.0366327965782465,-0.0366327965782465,-0.0366327965782465,0,24.003172,24.001546,5.26799386713657,5.26813565110449,6.41501484544143e-05,-0.00214074121242526,2.85762383262596,2.85746627507967,1000,0
"1D_threshold_shift","lower_0.50","sum",1000,0.4,1000,0.0909552796246299,0.0275371865070708,0.327840832566045,0.186480633195054,0.186480633195054,0.186480633195054,-0.0956295329247349,-0.0956295329247349,-0.0956295329247349,0,21.069752,21.070562,4.62404406311776,4.62499244167069,-0.276030442670446,-0.273002878426189,2.5860558673887,2.58047925449802,1000,0
"1D_threshold_shift","lower_0.70","sum",1000,0.4,1000,0.0874969146869341,0.0301717081596364,0.326260011333474,0.186480633195054,0.186480633195054,0.186480633195054,-0.0991020750592404,-0.0991020750592404,-0.0991020750592404,0,22.24064,22.242067,4.47581343965547,4.47367001004746,-0.398685744016596,-0.39480605522657,2.67392596295108,2.66056111901656,1000,0
"1D_threshold_shift","lower_1.00","sum",1000,0.4,1000,0.0797238384397313,0.0357407120276367,0.319172650578658,0.186480633195054,0.186480633195054,0.186480633195054,-0.106905930480638,-0.106905930480638,-0.106905930480638,0,23.903203,23.904501,4.15419257029702,4.15280846798206,-0.610301238231891,-0.607053930349595,2.91718540900207,2.90741344175471,1000,0
"1D_threshold_shift","upper_0.50","sum",1000,0.4,1000,0.0906309094473596,0.0270571684676798,0.329027292292548,0.186480633195054,0.186480633195054,0.186480633195054,-0.0958497237476941,-0.0958497237476941,-0.0958497237476941,0,14.932869,14.931301,4.62709809705396,4.62378758395931,0.275044668267205,0.274028310764695,2.58676906713893,2.58200209439655,1000,0
"1D_threshold_shift","upper_0.70","sum",1000,0.4,1000,0.0875531758254888,0.0319213855592772,0.326401354358296,0.186480633195054,0.186480633195054,0.186480633195054,-0.098945093807217,-0.098945093807217,-0.098945093807217,0,13.756448,13.753001,4.4737129000521,4.47122523140905,0.39689811443897,0.396782189509005,2.67179509460249,2.66741751929529,1000,0
"1D_threshold_shift","upper_1.00","sum",1000,0.4,1000,0.0828670911653263,0.0352916050077846,0.320361294581735,0.186480633195054,0.186480633195054,0.186480633195054,-0.103857257250945,-0.103857257250945,-0.103857257250945,0,12.096325,12.098787,4.15489633946677,4.15400737463496,0.609718786281257,0.61146973475109,2.91368126446056,2.91640462277829,1000,0
"1E_range_restriction","x_lower","sum",1000,0.4,1000,0.108706974217873,0.0290498505225463,0.220568344464558,0.186480633195054,0.186480633195054,0.252090936991365,-0.077797200211104,-0.077797200211104,-0.143448679015131,0.0656103037963113,15.8056828571429,17.1350271428571,3.63294895688726,4.62492045362337,-0.253590446409107,0.0590910613401302,2.60403662605141,2.54685874500737,700,0
