"rep_id","n_input","beta","n_cat","effect_size_fast","p_value_fast","effect_size_nca","p_value_nca","nca_error"
345,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
346,500,0.4,5,0.0625,0.004995004995005,0.0625,0.002997002997003,NA
347,500,0.4,5,0.0625,0.010989010989011,0.0625,0.013986013986014,NA
348,500,0.4,5,0.0625,0.026973026973027,0.0625,0.026973026973027,NA
349,500,0.4,5,0.0625,0.011988011988012,0.0625,0.013986013986014,NA
350,500,0.4,5,0.0625,0.010989010989011,0.0625,0.00999000999000999,NA
351,500,0.4,5,0.0625,0.02997002997003,0.0625,0.032967032967033,NA
352,500,0.4,5,0.0625,0.023976023976024,0.0625,0.01998001998002,NA
353,500,0.4,5,0.0625,0.026973026973027,0.0625,0.024975024975025,NA
354,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.012987012987013,NA
355,500,0.4,5,0.0625,0.015984015984016,0.0625,0.020979020979021,NA
356,500,0.4,5,0.0625,0.026973026973027,0.0625,0.040959040959041,NA
357,500,0.4,5,0.125,0.001,0.125,0.001,NA
358,500,0.4,5,0.125,0.001,0.125,0.001,NA
359,500,0.4,5,0,1,0,1,NA
360,500,0.4,5,0.0625,0.011988011988012,0.0625,0.012987012987013,NA
361,500,0.4,5,0.0625,0.004995004995005,0.0625,0.004995004995005,NA
362,500,0.4,5,0.125,0.001,0.125,0.001,NA
363,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
364,500,0.4,5,0.0625,0.017982017982018,0.0625,0.027972027972028,NA
365,500,0.4,5,0.0625,0.041958041958042,0.0625,0.047952047952048,NA
366,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
367,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
368,500,0.4,5,0.0625,0.030969030969031,0.0625,0.02997002997003,NA
369,500,0.4,5,0.0625,0.015984015984016,0.0625,0.01998001998002,NA
370,500,0.4,5,0.0625,0.034965034965035,0.0625,0.03996003996004,NA
371,500,0.4,5,0.125,0.001,0.125,0.001,NA
372,500,0.4,5,0.0625,0.002997002997003,0.0625,0.00999000999000999,NA
373,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
374,500,0.4,5,0.0625,0.020979020979021,0.0625,0.018981018981019,NA
375,500,0.4,5,0.0625,0.0639360639360639,0.0625,0.0749250749250749,NA
376,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
377,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
378,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
379,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
380,500,0.4,5,0.0625,0.011988011988012,0.0625,0.00899100899100899,NA
381,500,0.4,5,0.0625,0.017982017982018,0.0625,0.013986013986014,NA
382,500,0.4,5,0.0625,0.024975024975025,0.0625,0.018981018981019,NA
383,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
384,500,0.4,5,0.0625,0.010989010989011,0.0625,0.00999000999000999,NA
385,500,0.4,5,0.0625,0.032967032967033,0.0625,0.027972027972028,NA
386,500,0.4,5,0.0625,0.020979020979021,0.0625,0.021978021978022,NA
387,500,0.4,5,0.0625,0.035964035964036,0.0625,0.0559440559440559,NA
388,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
389,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
390,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
391,500,0.4,5,0.0625,0.048951048951049,0.0625,0.0529470529470529,NA
392,500,0.4,5,0.125,0.001,0.125,0.001,NA
393,500,0.4,5,0.0625,0.025974025974026,0.0625,0.01998001998002,NA
394,500,0.4,5,0.0625,0.020979020979021,0.0625,0.011988011988012,NA
395,500,0.4,5,0.0625,0.014985014985015,0.0625,0.01998001998002,NA
396,500,0.4,5,0.0625,0.011988011988012,0.0625,0.00999000999000999,NA
397,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
398,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
399,500,0.4,5,0.0625,0.027972027972028,0.0625,0.030969030969031,NA
400,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
401,500,0.4,5,0.0625,0.013986013986014,0.0625,0.010989010989011,NA
402,500,0.4,5,0.0625,0.016983016983017,0.0625,0.015984015984016,NA
403,500,0.4,5,0.0625,0.018981018981019,0.0625,0.012987012987013,NA
404,500,0.4,5,0.0625,0.017982017982018,0.0625,0.021978021978022,NA
405,500,0.4,5,0,1,0,1,NA
406,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.012987012987013,NA
407,500,0.4,5,0.0625,0.017982017982018,0.0625,0.022977022977023,NA
408,500,0.4,5,0,1,0,1,NA
409,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
410,500,0.4,5,0.0625,0.016983016983017,0.0625,0.026973026973027,NA
411,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
412,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
413,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
414,500,0.4,5,0.0625,0.0559440559440559,0.0625,0.051948051948052,NA
415,500,0.4,5,0.0625,0.00899100899100899,0.0625,0.012987012987013,NA
416,500,0.4,5,0.0625,0.021978021978022,0.0625,0.014985014985015,NA
417,500,0.4,5,0.0625,0.027972027972028,0.0625,0.030969030969031,NA
418,500,0.4,5,0.0625,0.01998001998002,0.0625,0.020979020979021,NA
419,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
420,500,0.4,5,0.0625,0.00599400599400599,0.0625,0.00599400599400599,NA
421,500,0.4,5,0.0625,0.032967032967033,0.0625,0.030969030969031,NA
422,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
423,500,0.4,5,0,1,0,1,NA
424,500,0.4,5,0.0625,0.024975024975025,0.0625,0.024975024975025,NA
425,500,0.4,5,0,1,0,1,NA
426,500,0.4,5,0.0625,0.051948051948052,0.0625,0.038961038961039,NA
427,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
428,500,0.4,5,0.0625,0.045954045954046,0.0625,0.0559440559440559,NA
429,500,0.4,5,0.0625,0.021978021978022,0.0625,0.017982017982018,NA
430,500,0.4,5,0,1,0,1,NA
431,500,0.4,5,0.0625,0.020979020979021,0.0625,0.024975024975025,NA
432,500,0.4,5,0.0625,0.021978021978022,0.0625,0.01998001998002,NA
433,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
434,500,0.4,5,0.0625,0.015984015984016,0.0625,0.01998001998002,NA
435,500,0.4,5,0.0625,0.022977022977023,0.0625,0.025974025974026,NA
436,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
437,500,0.4,5,0.0625,0.012987012987013,0.0625,0.011988011988012,NA
438,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
439,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.011988011988012,NA
440,500,0.4,5,0,1,0,1,NA
441,500,0.4,5,0,1,0,1,NA
442,500,0.4,5,0.0625,0.020979020979021,0.0625,0.026973026973027,NA
443,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.017982017982018,NA
444,500,0.4,5,0.0625,0.015984015984016,0.0625,0.014985014985015,NA
445,500,0.4,5,0,1,0,1,NA
446,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
447,500,0.4,5,0.0625,0.025974025974026,0.0625,0.027972027972028,NA
448,500,0.4,5,0,1,0,1,NA
449,500,0.4,5,0.0625,0.047952047952048,0.0625,0.046953046953047,NA
450,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
451,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.004995004995005,NA
452,500,0.4,5,0,1,0,1,NA
453,500,0.4,5,0.0625,0.014985014985015,0.0625,0.015984015984016,NA
454,500,0.4,5,0.0625,0.014985014985015,0.0625,0.00799200799200799,NA
455,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.00999000999000999,NA
456,500,0.4,5,0.0625,0.032967032967033,0.0625,0.037962037962038,NA
457,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
458,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
459,500,0.4,5,0.0625,0.00599400599400599,0.0625,0.012987012987013,NA
460,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
461,500,0.4,5,0.0625,0.024975024975025,0.0625,0.014985014985015,NA
462,500,0.4,5,0.0625,0.01998001998002,0.0625,0.027972027972028,NA
463,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.00699300699300699,NA
464,500,0.4,5,0.0625,0.01998001998002,0.0625,0.01998001998002,NA
465,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
466,500,0.4,5,0.0625,0.025974025974026,0.0625,0.018981018981019,NA
467,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.011988011988012,NA
468,500,0.4,5,0.0625,0.044955044955045,0.0625,0.040959040959041,NA
469,500,0.4,5,0.0625,0.030969030969031,0.0625,0.037962037962038,NA
470,500,0.4,5,0.0625,0.018981018981019,0.0625,0.017982017982018,NA
471,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
472,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
473,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
474,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
475,500,0.4,5,0.0625,0.013986013986014,0.0625,0.016983016983017,NA
476,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
477,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
478,500,0.4,5,0.0625,0.022977022977023,0.0625,0.021978021978022,NA
479,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
480,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
481,500,0.4,5,0.0625,0.015984015984016,0.0625,0.015984015984016,NA
482,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
483,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.00999000999000999,NA
484,500,0.4,5,0.0625,0.00799200799200799,0.0625,0.00899100899100899,NA
485,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
486,500,0.4,5,0.0625,0.038961038961039,0.0625,0.045954045954046,NA
487,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
488,500,0.4,5,0.0625,0.021978021978022,0.0625,0.021978021978022,NA
489,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
490,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
491,500,0.4,5,0,1,0,1,NA
492,500,0.4,5,0.0625,0.022977022977023,0.0625,0.014985014985015,NA
493,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
494,500,0.4,5,0.0625,0.013986013986014,0.0625,0.016983016983017,NA
495,500,0.4,5,0,1,0,1,NA
496,500,0.4,5,0,1,0,1,NA
497,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
498,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
499,500,0.4,5,0.0625,0.045954045954046,0.0625,0.051948051948052,NA
500,500,0.4,5,0.0625,0.031968031968032,0.0625,0.012987012987013,NA
501,500,0.4,5,0.0625,0.016983016983017,0.0625,0.018981018981019,NA
502,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
503,500,0.4,5,0.0625,0.018981018981019,0.0625,0.023976023976024,NA
504,500,0.4,5,0.0625,0.012987012987013,0.0625,0.014985014985015,NA
505,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.010989010989011,NA
506,500,0.4,5,0.0625,0.018981018981019,0.0625,0.025974025974026,NA
507,500,0.4,5,0.0625,0.0559440559440559,0.0625,0.044955044955045,NA
508,500,0.4,5,0.0625,0.018981018981019,0.0625,0.017982017982018,NA
509,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
510,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
511,500,0.4,5,0.0625,0.025974025974026,0.0625,0.021978021978022,NA
512,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
513,500,0.4,5,0.0625,0.028971028971029,0.0625,0.040959040959041,NA
514,500,0.4,5,0.0625,0.013986013986014,0.0625,0.014985014985015,NA
515,500,0.4,5,0.0625,0.04995004995005,0.0625,0.0579420579420579,NA
516,500,0.4,5,0.0625,0.011988011988012,0.0625,0.012987012987013,NA
517,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
518,500,0.4,5,0.0625,0.025974025974026,0.0625,0.021978021978022,NA
519,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
520,500,0.4,5,0.0625,0.018981018981019,0.0625,0.014985014985015,NA
521,500,0.4,5,0.0625,0.02997002997003,0.0625,0.023976023976024,NA
522,500,0.4,5,0.0625,0.028971028971029,0.0625,0.037962037962038,NA
523,500,0.4,5,0.0625,0.00799200799200799,0.0625,0.011988011988012,NA
524,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
525,500,0.4,5,0.0625,0.025974025974026,0.0625,0.027972027972028,NA
526,500,0.4,5,0.0625,0.012987012987013,0.0625,0.015984015984016,NA
527,500,0.4,5,0.0625,0.020979020979021,0.0625,0.01998001998002,NA
528,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
529,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
530,500,0.4,5,0.0625,0.026973026973027,0.0625,0.023976023976024,NA
531,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
532,500,0.4,5,0,1,0,1,NA
533,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
534,500,0.4,5,0.0625,0.010989010989011,0.0625,0.013986013986014,NA
535,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
536,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
537,500,0.4,5,0.0625,0.011988011988012,0.0625,0.012987012987013,NA
538,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
539,500,0.4,5,0,1,0,1,NA
540,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
541,500,0.4,5,0.0625,0.017982017982018,0.0625,0.01998001998002,NA
542,500,0.4,5,0.0625,0.03996003996004,0.0625,0.03996003996004,NA
543,500,0.4,5,0.0625,0.00899100899100899,0.0625,0.00899100899100899,NA
544,500,0.4,5,0,1,0,1,NA
545,500,0.4,5,0.0625,0.034965034965035,0.0625,0.026973026973027,NA
546,500,0.4,5,0.0625,0.01998001998002,0.0625,0.018981018981019,NA
547,500,0.4,5,0,1,0,1,NA
548,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
549,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
550,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.013986013986014,NA
551,500,0.4,5,0.0625,0.033966033966034,0.0625,0.028971028971029,NA
552,500,0.4,5,0,1,0,1,NA
553,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
554,500,0.4,5,0.0625,0.013986013986014,0.0625,0.00899100899100899,NA
555,500,0.4,5,0.0625,0.0599400599400599,0.0625,0.046953046953047,NA
556,500,0.4,5,0,1,0,1,NA
557,500,0.4,5,0.0625,0.010989010989011,0.0625,0.015984015984016,NA
558,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
559,500,0.4,5,0,1,0,1,NA
560,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
561,500,0.4,5,0.0625,0.048951048951049,0.0625,0.044955044955045,NA
562,500,0.4,5,0.0625,0.00799200799200799,0.0625,0.014985014985015,NA
563,500,0.4,5,0.0625,0.014985014985015,0.0625,0.01998001998002,NA
564,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
565,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.00999000999000999,NA
566,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
567,500,0.4,5,0,1,0,1,NA
568,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
569,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
570,500,0.4,5,0.0625,0.033966033966034,0.0625,0.035964035964036,NA
571,500,0.4,5,0.0625,0.018981018981019,0.0625,0.018981018981019,NA
572,500,0.4,5,0.125,0.001,0.125,0.001,NA
573,500,0.4,5,0.0625,0.020979020979021,0.0625,0.020979020979021,NA
574,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
575,500,0.4,5,0,1,0,1,NA
576,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
577,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
578,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
579,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
580,500,0.4,5,0.0625,0.024975024975025,0.0625,0.030969030969031,NA
581,500,0.4,5,0.0625,0.041958041958042,0.0625,0.042957042957043,NA
582,500,0.4,5,0,1,0,1,NA
583,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
584,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
585,500,0.4,5,0.0625,0.018981018981019,0.0625,0.014985014985015,NA
586,500,0.4,5,0.0625,0.010989010989011,0.0625,0.015984015984016,NA
587,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
588,500,0.4,5,0.0625,0.018981018981019,0.0625,0.013986013986014,NA
589,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
590,500,0.4,5,0.0625,0.0689310689310689,0.0625,0.0559440559440559,NA
591,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.00999000999000999,NA
592,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.010989010989011,NA
593,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
594,500,0.4,5,0.0625,0.017982017982018,0.0625,0.021978021978022,NA
595,500,0.4,5,0.0625,0.021978021978022,0.0625,0.018981018981019,NA
596,500,0.4,5,0,1,0,1,NA
597,500,0.4,5,0,1,0,1,NA
598,500,0.4,5,0.0625,0.046953046953047,0.0625,0.03996003996004,NA
599,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
600,500,0.4,5,0.0625,0.018981018981019,0.0625,0.021978021978022,NA
601,500,0.4,5,0,1,0,1,NA
602,500,0.4,5,0.0625,0.003996003996004,0.0625,0.015984015984016,NA
603,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
604,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
605,500,0.4,5,0.0625,0.03996003996004,0.0625,0.040959040959041,NA
606,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
607,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
608,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
609,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
610,500,0.4,5,0.0625,0.017982017982018,0.0625,0.010989010989011,NA
611,500,0.4,5,0.0625,0.00799200799200799,0.0625,0.00999000999000999,NA
612,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
613,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
614,500,0.4,5,0.0625,0.00999000999000999,0.0625,0.014985014985015,NA
615,500,0.4,5,0.0625,0.015984015984016,0.0625,0.014985014985015,NA
616,500,0.4,5,0.0625,0.013986013986014,0.0625,0.00699300699300699,NA
617,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
618,500,0.4,5,0.0625,0.02997002997003,0.0625,0.023976023976024,NA
619,500,0.4,5,0.0625,0.024975024975025,0.0625,0.025974025974026,NA
620,500,0.4,5,0,1,0,1,NA
621,500,0.4,5,0.0625,0.00699300699300699,0.0625,0.00699300699300699,NA
622,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
623,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
624,500,0.4,5,0.0625,0.010989010989011,0.0625,0.00799200799200799,NA
625,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
626,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
627,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
628,500,0.4,5,0.0625,0.015984015984016,0.0625,0.018981018981019,NA
629,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
630,500,0.4,5,0.0625,0.020979020979021,0.0625,0.023976023976024,NA
631,500,0.4,5,0,1,0,1,NA
632,500,0.4,5,0.0625,0.013986013986014,0.0625,0.024975024975025,NA
633,500,0.4,5,0.0625,0.013986013986014,0.0625,0.018981018981019,NA
634,500,0.4,5,0.0625,0.013986013986014,0.0625,0.018981018981019,NA
635,500,0.4,5,0.0625,0.013986013986014,0.0625,0.011988011988012,NA
636,500,0.4,5,0.0625,0.043956043956044,0.0625,0.036963036963037,NA
637,500,0.4,5,0.0625,0.027972027972028,0.0625,0.028971028971029,NA
638,500,0.4,5,0.0625,0.022977022977023,0.0625,0.022977022977023,NA
639,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
640,500,0.4,5,0.0625,0.014985014985015,0.0625,0.028971028971029,NA
641,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
642,500,0.4,5,0.0625,0.023976023976024,0.0625,0.018981018981019,NA
643,500,0.4,5,0.0625,0.016983016983017,0.0625,0.018981018981019,NA
644,500,0.4,5,0.0625,0.020979020979021,0.0625,0.00999000999000999,NA
645,500,0.4,5,0.0625,0.023976023976024,0.0625,0.032967032967033,NA
646,500,0.4,5,0.0625,0.024975024975025,0.0625,0.025974025974026,NA
647,500,0.4,5,0.0625,0.00899100899100899,0.0625,0.010989010989011,NA
648,500,0.4,5,0.0625,0.02997002997003,0.0625,0.027972027972028,NA
649,500,0.4,5,0.0625,0.030969030969031,0.0625,0.034965034965035,NA
650,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
651,500,0.4,5,0.0625,0.021978021978022,0.0625,0.01998001998002,NA
652,500,0.4,5,0.0625,0.016983016983017,0.0625,0.00799200799200799,NA
653,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
654,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
655,500,0.4,5,0.0625,0.00899100899100899,0.0625,0.014985014985015,NA
656,500,0.4,5,0.0625,0.022977022977023,0.0625,0.032967032967033,NA
657,500,0.4,5,0.0625,0.010989010989011,0.0625,0.017982017982018,NA
658,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
659,500,0.4,5,0.0625,0.015984015984016,0.0625,0.015984015984016,NA
660,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
661,500,0.4,5,0.0625,0.023976023976024,0.0625,0.025974025974026,NA
662,500,0.4,5,0,1,0,1,NA
663,500,0.4,5,0.0625,0.0669330669330669,0.0625,0.050949050949051,NA
664,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
665,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
666,500,0.4,5,0.0625,0.016983016983017,0.0625,0.014985014985015,NA
667,500,0.4,5,0,1,0,1,NA
668,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
669,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
670,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
671,500,0.4,5,0.0625,0.022977022977023,0.0625,0.040959040959041,NA
672,500,0.4,5,0.0625,0.012987012987013,0.0625,0.012987012987013,NA
673,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
674,500,0.4,5,0.0625,0.0529470529470529,0.0625,0.02997002997003,NA
675,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
676,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
677,500,0.4,5,0.0625,0.015984015984016,0.0625,0.016983016983017,NA
678,500,0.4,5,0.0625,0.014985014985015,0.0625,0.011988011988012,NA
679,500,0.4,5,0.0625,0.021978021978022,0.0625,0.016983016983017,NA
680,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
681,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
682,500,0.4,5,0.0625,0.00599400599400599,0.0625,0.012987012987013,NA
683,500,0.4,5,0,1,0,1,NA
684,500,0.4,5,0.0625,0.017982017982018,0.0625,0.014985014985015,NA
685,500,0.4,5,0.0625,0.012987012987013,0.0625,0.023976023976024,NA
686,500,0.4,5,0.0625,0.004995004995005,0.0625,0.00599400599400599,NA
687,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
688,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
689,500,0.4,5,0,1,0,1,NA
690,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
691,500,0.4,5,0.0625,0.012987012987013,0.0625,0.00999000999000999,NA
692,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
693,500,0.4,5,0.0625,0.025974025974026,0.0625,0.020979020979021,NA
694,500,0.4,5,0.0625,0.016983016983017,0.0625,0.035964035964036,NA
695,500,0.4,5,0,1,0,1,NA
