"rep_id","n_input","beta","n_cat","effect_size_fast","p_value_fast","effect_size_nca","p_value_nca","nca_error"
334,500,0.4,5,0.0625,0.011988011988012,0.0625,0.011988011988012,NA
335,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
336,500,0.4,5,0.0625,0.048951048951049,0.0625,0.0559440559440559,NA
337,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
338,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
339,500,0.4,5,0.0625,0.00799200799200799,0.0625,0.00899100899100899,NA
340,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
341,500,0.4,5,0,1,NA,NA,"subscript out of bounds | fallback failed: subscript out of bounds"
342,500,0.4,5,0.0625,0.031968031968032,0.0625,0.032967032967033,NA
343,500,0.4,5,0.0625,0.016983016983017,0.0625,0.01998001998002,NA
344,500,0.4,5,0.0625,0.043956043956044,0.0625,0.02997002997003,NA
